Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,AMDewptCalPl,ScenRelAMIns,LIfr12ZDENSd,AMInsWliScen,AMInstabMt,N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,CapInScen,LatestCIN,LLIW,CurPropConv,Dewpoints,LoLevMoistAd,InsChange,InsSclInScen,LowLLapse,MeanRH,MidLLapse,MountainFcst,MvmtFeatures,ScenRel3_4,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
May15_Jun14,I,CThruK,PartInhibit,Average,Neutral,ABI,N1GtLIGt_4,MoreUnstable,None,Down,StronUp,Down,Down,Down,Neutral,Wet,Neutral,Dry,Clear,PC,Clear,Clear,Strong,DCVZFavor,Strong,None,Weak,Some,LittleChange,LittleChange,Average,PartInhibit,Weak,None,LowSHighN,Negative,LittleChange,MoreUnstable,CloseToDryAd,Average,ModerateOrLe,SIG,NoMajor,HI,I,XNIL,XNIL,SIG,DryMMoistL,E_W_S,SigNegative,QStationary,SWQuad,Westerly,E_NE
Jun15_Jul1,D,CThruK,Stifling,Average,Instability,CDEJ,N1GtLIGt_4,MoreUnstable,Weak,WeakUp,Neutral,Neutral,WeakUp,WeakUp,Neutral,Neutral,Wet,VeryWet,Cloudy,PC,Cloudy,Cloudy,Strong,Westerly,Strong,None,Weak,Marked,LittleChange,LittleChange,Average,None,Moderate,Strong,LowMtsHighPl,WeakPos,Increasing,MoreUnstable,CloseToDryAd,Dry,ModerateOrLe,SVR,MarkedUpper,D,D,SVR,SVR,SVR,Other,DryLine,PosToNeg,Moving,NWQuad,Westerly,DenvCyclone
Aug20_Sep15,G,CThruK,PartInhibit,Average,Instability,G,N1GtLIGt_4,Average,Strong,WeakUp,StronUp,Neutral,WeakUp,WeakUp,Neutral,Neutral,Neutral,Neutral,Clear,Cloudy,PC,Cloudy,Weak,DCVZFavor,None,Strong,Strong,Some,LittleChange,LittleChange,Average,Stifling,Weak,Slight,LowEvrywhere,StrongPos,Increasing,Average,CloseToDryAd,Dry,CloseToDryAd,XNIL,MarkedUpper,GJ,G,SIG,SIG,SIG,MoistMDryL,E_W_N,LittleChange,None,NWQuad,Westerly,LongAnticyc
May15_Jun14,I,CThruK,None,LessThanAve,Neutral,ABI,N1GtLIGt_4,Average,None,WeakUp,Neutral,Down,Down,Down,Neutral,Wet,Neutral,Neutral,PC,PC,Clear,Clear,None,Westerly,None,Weak,None,None,IncCapDecIns,Increasing,MoreThanAve,None,Moderate,Moderate,LowMtsHighPl,Negative,LittleChange,MoreUnstable,CloseToDryAd,Dry,CloseToDryAd,XNIL,StrongFront,HI,I,SVR,SVR,SVR,DryMMoistL,E_W_S,SigPositive,QStationary,SWQuad,LVorOther,LV
Aug20_Sep15,D,CThruK,PartInhibit,Average,Stability,CDEJ,N5GtLIGt_8,Average,None,StrongUp,Down,WeakUp,Neutral,Neutral,Dry,Wet,Dry,Dry,Clear,Cloudy,Clear,Clear,None,Westerly,None,None,Weak,None,DecCapIncIns,Decreasing,LessThanAve,None,Moderate,Strong,HighEvrywher,Neutral,Decreasing,Average,ModerateOrLe,Average,Steep,XNIL,OtherRapid,D,D,SIG,SIG,SIG,MoistMDryL,E_W_S,PosToNeg,Other,AllElse,Westerly,SEQuad
Jul16_Aug10,A,AB,None,LessThanAve,Neutral,ABI,N5GtLIGt_8,LessUnstable,Weak,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Wet,Wet,Wet,Clear,PC,Clear,Clear,Strong,Westerly,Weak,None,Strong,Marked,LittleChange,LittleChange,LessThanAve,Stifling,Moderate,None,LowMtsHighPl,Negative,Decreasing,LessUnstable,Steep,VeryMoist,Steep,XNIL,MarkedUpper,ACEFK,A,XNIL,XNIL,XNIL,DryMMoistL,E_W_S,SigNegative,Other,SWQuad,LVorOther,DenvCyclone
Jul2_Jul15,K,CThruK,PartInhibit,MoreThanAve,Instability,K,N1GtLIGt_4,Average,Strong,Neutral,Neutral,WeakUp,WeakUp,WeakUp,Neutral,Neutral,Neutral,Neutral,Cloudy,PC,PC,PC,Strong,StrongWest,Strong,Weak,Strong,Some,LittleChange,LittleChange,MoreThanAve,None,Moderate,Moderate,Other,Negative,Decreasing,LessUnstable,ModerateOrLe,Average,Steep,SVR,StrongFront,ACEFK,K,XNIL,XNIL,SVR,DryMMoistL,Other,SigPositive,Moving,AllElse,LVorOther,SEQuad
Jul2_Jul15,G,CThruK,PartInhibit,Average,Neutral,G,LILt_8,MoreUnstable,Weak,WeakUp,Neutral,Down,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,PC,Clear,PC,PC,Strong,DCVZFavor,Strong,None,Weak,Some,IncCapDecIns,Increasing,MoreThanAve,PartInhibit,Moderate,Moderate,LowAtStation,WeakPos,LittleChange,MoreUnstable,CloseToDryAd,Dry,CloseToDryAd,SIG,NoMajor,GJ,G,SIG,SIG,SIG,MoistMDryL,Other,NegToPos,None,AllElse,LVorOther,LongAnticyc
Aug11_Aug20,B,AB,PartInhibit,LessThanAve,Instability,ABI,N1GtLIGt_4,MoreUnstable,Weak,Down,StronUp,Down,Neutral,Neutral,Dry,Wet,Neutral,Neutral,PC,PC,PC,PC,Weak,DCVZFavor,None,Weak,Strong,Some,DecCapIncIns,Decreasing,LessThanAve,Stifling,Strong,None,LowMtsHighPl,WeakPos,LittleChange,MoreUnstable,ModerateOrLe,Dry,Steep,XNIL,NoMajor,B,B,XNIL,XNIL,XNIL,DryMMoistL,DenvCyclone,NegToPos,None,NWQuad,LVorOther,DenvCyclone
Jul2_Jul15,K,CThruK,PartInhibit,Average,Stability,K,LILt_8,MoreUnstable,None,Neutral,Neutral,Down,Neutral,Neutral,Wet,Dry,VeryWet,VeryWet,Cloudy,PC,Cloudy,Cloudy,Weak,StrongWest,None,None,None,Some,LittleChange,LittleChange,Average,PartInhibit,Moderate,None,HighEvrywher,Neutral,LittleChange,MoreUnstable,Stable,Dry,ModerateOrLe,XNIL,StrongFront,ACEFK,K,SVR,SVR,SVR,DryMMoistL,None,NegToPos,None,AllElse,Westerly,SEQuad
Aug20_Sep15,G,CThruK,PartInhibit,LessThanAve,Stability,G,N1GtLIGt_4,Average,None,Neutral,StronUp,Neutral,WeakUp,WeakUp,Wet,Wet,Wet,VeryWet,PC,Clear,Clear,PC,Weak,DCVZFavor,None,Weak,Strong,Marked,IncCapDecIns,Increasing,Average,None,Moderate,Strong,LowAtStation,Neutral,LittleChange,Average,CloseToDryAd,Dry,CloseToDryAd,XNIL,NoMajor,GJ,G,SIG,SIG,SIG,Other,E_W_S,SigPositive,None,LV,Westerly,LongAnticyc
May15_Jun14,C,CThruK,PartInhibit,LessThanAve,Neutral,CDEJ,N5GtLIGt_8,MoreUnstable,None,StrongUp,StronUp,Neutral,StrongUp,StrongUp,VeryWet,Dry,VeryWet,VeryWet,Cloudy,Clear,Cloudy,Cloudy,None,Other,None,None,Weak,None,IncCapDecIns,Increasing,LessThanAve,PartInhibit,Weak,None,LowEvrywhere,StrongPos,Increasing,MoreUnstable,Steep,Average,Steep,XNIL,StrongFront,ACEFK,C,XNIL,XNIL,XNIL,MoistMDryL,E_W_N,PosToNeg,Other,NWQuad,LVorOther,LV
Aug20_Sep15,G,CThruK,PartInhibit,LessThanAve,Stability,G,N5GtLIGt_8,Average,Weak,Down,Neutral,Neutral,Neutral,Neutral,VeryWet,Wet,VeryWet,VeryWet,PC,Clear,PC,PC,Weak,DCVZFavor,None,Strong,Strong,Some,IncCapDecIns,Increasing,Average,None,Moderate,Moderate,LowEvrywhere,StrongPos,Increasing,MoreUnstable,CloseToDryAd,Dry,CloseToDryAd,SIG,NoMajor,GJ,G,SIG,SIG,SIG,MoistMDryL,None,NegToPos,None,LV,Westerly,WidespdDnsl
May15_Jun14,E,CThruK,Stifling,LessThanAve,Stability,CDEJ,N5GtLIGt_8,LessUnstable,Strong,WeakUp,Neutral,WeakUp,WeakUp,WeakUp,Neutral,VeryWet,VeryWet,VeryWet,Clear,Cloudy,Clear,PC,Strong,DCVZFavor,Weak,None,None,Marked,DecCapIncIns,Decreasing,LessThanAve,Stifling,Weak,None,HighEvrywher,StrongPos,Increasing,MoreUnstable,ModerateOrLe,Dry,ModerateOrLe,SVR,NoMajor,ACEFK,E,XNIL,XNIL,SVR,MoistMDryL,E_W_N,LittleChange,None,LV,Westerly,LongAnticyc
Aug20_Sep15,K,CThruK,PartInhibit,LessThanAve,Instability,K,N1GtLIGt_4,LessUnstable,Strong,StrongUp,Neutral,StrongUp,StrongUp,StrongUp,Wet,Neutral,Neutral,Wet,Cloudy,Clear,Cloudy,Cloudy,Strong,DCVZFavor,Weak,Strong,Strong,Some,LittleChange,LittleChange,LessThanAve,None,Unfavorable,None,HighEvrywher,Negative,Decreasing,LessUnstable,ModerateOrLe,Average,ModerateOrLe,SVR,StrongFront,ACEFK,K,XNIL,XNIL,SVR,Other,MovingFtorOt,SigPositive,None,AllElse,Westerly,LongAnticyc
May15_Jun14,A,AB,PartInhibit,LessThanAve,Stability,ABI,N1GtLIGt_4,LessUnstable,None,StrongUp,Neutral,Neutral,Neutral,Neutral,Neutral,VeryWet,Neutral,Neutral,PC,Clear,PC,PC,None,StrongWest,None,Strong,Weak,None,LittleChange,LittleChange,LessThanAve,None,Strong,Strong,HighEvrywher,Neutral,LittleChange,LessUnstable,ModerateOrLe,Average,ModerateOrLe,XNIL,OtherRapid,ACEFK,A,SIG,SIG,SIG,Other,None,SigNegative,Moving,SWQuad,Westerly,DenvCyclone
Jul16_Aug10,B,AB,TotalInhibit,MoreThanAve,Instability,ABI,N1GtLIGt_4,Average,None,Neutral,Down,Down,Down,Down,VeryWet,Dry,Wet,Neutral,Cloudy,PC,PC,Clear,None,Other,None,Weak,Weak,None,LittleChange,LittleChange,MoreThanAve,None,Strong,Moderate,HighEvrywher,WeakPos,Decreasing,Average,ModerateOrLe,Average,Steep,XNIL,NoMajor,B,B,XNIL,XNIL,XNIL,DryMMoistL,MovingFtorOt,LittleChange,None,SWQuad,LVorOther,E_NE
Aug11_Aug20,G,CThruK,PartInhibit,Average,Stability,G,LIGt0,LessUnstable,Strong,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Clear,Clear,Clear,Clear,Strong,Other,Weak,Strong,Weak,None,DecCapIncIns,Decreasing,LessThanAve,Stifling,Moderate,Moderate,LowEvrywhere,WeakPos,Increasing,MoreUnstable,CloseToDryAd,Dry,CloseToDryAd,SIG,NoMajor,GJ,G,XNIL,XNIL,SIG,MoistMDryL,Other,PosToNeg,None,AllElse,LVorOther,LongAnticyc
Jun15_Jul1,C,CThruK,None,Average,Neutral,CDEJ,N1GtLIGt_4,MoreUnstable,Strong,Neutral,Neutral,StrongUp,WeakUp,WeakUp,Wet,Dry,VeryWet,VeryWet,Clear,Clear,Clear,PC,Strong,StrongWest,Strong,None,Weak,Marked,IncCapDecIns,Increasing,Average,PartInhibit,Unfavorable,None,LowNHighS,StrongPos,Increasing,MoreUnstable,Steep,Dry,Steep,SVR,NoMajor,ACEFK,C,XNIL,XNIL,SVR,MoistMDryL,E_W_N,SigPositive,Other,AllElse,Westerly,WidespdDnsl
Jul16_Aug10,I,CThruK,Stifling,LessThanAve,Stability,ABI,N1GtLIGt_4,MoreUnstable,Weak,Down,Down,Neutral,Neutral,Neutral,Neutral,Wet,Wet,VeryWet,Clear,Cloudy,PC,PC,Weak,DCVZFavor,Weak,None,Weak,Some,IncCapDecIns,Increasing,LessThanAve,Stifling,Moderate,Strong,LowSHighN,Neutral,LittleChange,MoreUnstable,ModerateOrLe,Average,CloseToDryAd,SIG,StrongFront,HI,I,SVR,SVR,SVR,DryMMoistL,E_W_S,SigPositive,Moving,SWQuad,Westerly,DenvCyclone
May15_Jun14,H,CThruK,PartInhibit,LessThanAve,Instability,H,N1GtLIGt_4,MoreUnstable,Weak,Down,Neutral,Neutral,Down,Down,Neutral,Neutral,Neutral,Dry,PC,Cloudy,PC,Clear,Strong,StrongWest,Strong,None,Weak,Marked,LittleChange,LittleChange,LessThanAve,PartInhibit,Unfavorable,None,Other,Negative,LittleChange,MoreUnstable,ModerateOrLe,VeryMoist,Steep,SVR,OtherRapid,HI,H,XNIL,XNIL,SVR,DryMMoistL,E_W_N,SigPositive,None,LV,Westerly,E_NE
Aug20_Sep15,G,CThruK,Stifling,MoreThanAve,Instability,G,N1GtLIGt_4,MoreUnstable,Weak,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,Dry,PC,Clear,Clear,Clear,Strong,Westerly,Strong,Strong,Strong,Marked,LittleChange,LittleChange,MoreThanAve,None,Strong,Strong,Other,Neutral,Increasing,MoreUnstable,CloseToDryAd,Dry,CloseToDryAd,SIG,OtherRapid,GJ,G,SIG,SIG,SIG,MoistMDryL,DryLine,SigNegative,None,AllElse,LVorOther,WidespdDnsl
Aug11_Aug20,K,CThruK,PartInhibit,LessThanAve,Stability,K,N1GtLIGt_4,Average,Strong,Neutral,StronUp,Neutral,WeakUp,WeakUp,Dry,Dry,VeryWet,VeryWet,PC,PC,PC,PC,Strong,StrongWest,None,None,None,Marked,IncCapDecIns,Increasing,Average,Stifling,Weak,None,Other,WeakPos,Increasing,Average,ModerateOrLe,Dry,ModerateOrLe,SVR,MarkedUpper,ACEFK,K,XNIL,XNIL,SVR,MoistMDryL,None,SigPositive,None,LV,LVorOther,E_NE
May15_Jun14,A,AB,None,LessThanAve,Stability,ABI,N1GtLIGt_4,LessUnstable,None,Neutral,Down,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,PC,PC,PC,PC,Weak,DCVZFavor,None,None,None,Some,LittleChange,LittleChange,LessThanAve,TotalInhibit,Weak,None,HighEvrywher,Neutral,Decreasing,LessUnstable,Stable,Dry,Steep,SIG,MarkedUpper,ACEFK,A,XNIL,XNIL,SIG,DryMMoistL,None,SigNegative,Other,SWQuad,Westerly,DenvCyclone
Jul16_Aug10,K,CThruK,PartInhibit,Average,Neutral,K,N1GtLIGt_4,MoreUnstable,Strong,StrongUp,StronUp,Down,WeakUp,WeakUp,Neutral,Wet,Wet,VeryWet,Cloudy,PC,PC,PC,Strong,Westerly,Weak,Weak,Weak,Marked,IncCapDecIns,Increasing,Average,None,Weak,Moderate,LowMtsHighPl,WeakPos,Increasing,MoreUnstable,Stable,Dry,ModerateOrLe,SIG,MarkedUpper,ACEFK,K,XNIL,XNIL,SIG,DryMMoistL,Other,LittleChange,Moving,AllElse,Westerly,WidespdDnsl
Aug20_Sep15,G,CThruK,PartInhibit,LessThanAve,Instability,G,LILt_8,MoreUnstable,Strong,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Wet,VeryWet,PC,PC,Clear,Clear,Strong,Westerly,Strong,None,Weak,Marked,LittleChange,LittleChange,LessThanAve,PartInhibit,Strong,Slight,LowEvrywhere,Neutral,Increasing,MoreUnstable,CloseToDryAd,Dry,CloseToDryAd,SIG,MarkedUpper,GJ,G,XNIL,XNIL,SIG,MoistMDryL,Other,LittleChange,None,AllElse,Westerly,LV
Jun15_Jul1,F,CThruK,None,Average,Stability,F,N5GtLIGt_8,MoreUnstable,Weak,Neutral,WeakUp,Neutral,Neutral,Neutral,Wet,Neutral,Dry,Dry,Clear,Clear,Clear,Clear,Strong,StrongWest,Strong,Strong,Strong,Marked,DecCapIncIns,Decreasing,LessThanAve,TotalInhibit,Moderate,None,HighEvrywher,Neutral,LittleChange,MoreUnstable,Stable,VeryMoist,ModerateOrLe,XNIL,NoMajor,ACEFK,F,XNIL,XNIL,XNIL,Other,DenvCyclone,SigNegative,None,AllElse,LVorOther,LV
Jul2_Jul15,B,AB,PartInhibit,LessThanAve,Instability,ABI,LIGt0,MoreUnstable,Strong,Neutral,WeakUp,Neutral,WeakUp,WeakUp,Wet,Neutral,Neutral,Wet,PC,Clear,Clear,Clear,Strong,Other,None,Strong,Weak,None,DecCapIncIns,Decreasing,LessThanAve,PartInhibit,Moderate,Strong,LowEvrywhere,WeakPos,LittleChange,Average,ModerateOrLe,VeryMoist,ModerateOrLe,SIG,NoMajor,B,B,SIG,SIG,SIG,Other,None,LittleChange,Moving,SWQuad,Westerly,DenvCyclone
May15_Jun14,E,CThruK,PartInhibit,Average,Neutral,CDEJ,N5GtLIGt_8,Average,None,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,VeryWet,Wet,PC,Clear,PC,Clear,None,DCVZFavor,None,None,None,None,LittleChange,LittleChange,Average,PartInhibit,Moderate,Moderate,LowAtStation,StrongPos,Increasing,Average,CloseToDryAd,Average,ModerateOrLe,XNIL,NoMajor,ACEFK,E,XNIL,XNIL,XNIL,MoistMDryL,None,LittleChange,None,SWQuad,Westerly,WidespdDnsl
May15_Jun14,C,CThruK,None,LessThanAve,Stability,CDEJ,LIGt0,LessUnstable,Weak,WeakUp,Neutral,Neutral,WeakUp,WeakUp,Dry,Dry,Dry,Dry,Cloudy,Clear,Cloudy,Cloudy,Strong,Westerly,Strong,Weak,Weak,Marked,IncCapDecIns,Increasing,LessThanAve,PartInhibit,Strong,Slight,LowEvrywhere,StrongPos,Increasing,LessUnstable,Steep,Dry,ModerateOrLe,SVR,NoMajor,ACEFK,C,XNIL,XNIL,SVR,MoistMDryL,E_W_N,SigPositive,Other,NWQuad,Westerly,LongAnticyc
Jul16_Aug10,C,CThruK,PartInhibit,Average,Stability,CDEJ,N1GtLIGt_4,LessUnstable,None,WeakUp,WeakUp,Neutral,WeakUp,WeakUp,Neutral,Wet,Neutral,Neutral,Clear,Cloudy,PC,PC,Weak,StrongWest,Weak,None,Strong,None,LittleChange,LittleChange,Average,PartInhibit,Strong,Strong,LowEvrywhere,WeakPos,LittleChange,LessUnstable,Steep,Average,CloseToDryAd,SIG,StrongFront,ACEFK,C,SIG,SIG,SIG,Other,E_W_N,SigPositive,Other,NWQuad,Westerly,WidespdDnsl
Jul16_Aug10,C,CThruK,None,LessThanAve,Stability,CDEJ,LILt_8,LessUnstable,Strong,Neutral,WeakUp,Down,Down,Down,Neutral,VeryWet,VeryWet,Wet,PC,PC,PC,PC,Strong,Westerly,Strong,Strong,Strong,Some,DecCapIncIns,Decreasing,LessThanAve,PartInhibit,Moderate,Moderate,LowAtStation,WeakPos,Decreasing,LessUnstable,ModerateOrLe,Dry,CloseToDryAd,SVR,OtherRapid,ACEFK,C,XNIL,XNIL,SVR,Other,E_W_N,LittleChange,None,AllElse,Westerly,LongAnticyc
May15_Jun14,E,CThruK,PartInhibit,Average,Instability,CDEJ,LILt_8,MoreUnstable,Weak,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,PC,Clear,PC,PC,Strong,DCVZFavor,Weak,Strong,Strong,Marked,DecCapIncIns,Decreasing,LessThanAve,Stifling,Weak,None,LowSHighN,Negative,Decreasing,MoreUnstable,ModerateOrLe,Average,Steep,SVR,NoMajor,ACEFK,E,XNIL,XNIL,SVR,MoistMDryL,DryLine,NegToPos,None,SWQuad,Westerly,LV
Jun15_Jul1,B,AB,None,LessThanAve,Instability,ABI,N5GtLIGt_8,Average,Weak,WeakUp,StronUp,WeakUp,StrongUp,StrongUp,VeryWet,VeryWet,Wet,VeryWet,PC,Clear,PC,Cloudy,Weak,Other,Weak,Weak,None,Some,IncCapDecIns,Increasing,Average,PartInhibit,Weak,None,LowSHighN,WeakPos,Increasing,MoreUnstable,Steep,Dry,ModerateOrLe,SIG,MarkedUpper,B,B,SIG,SIG,SIG,DryMMoistL,DenvCyclone,PosToNeg,None,SWQuad,LVorOther,LV
Aug11_Aug20,J,CThruK,PartInhibit,Average,Instability,CDEJ,LIGt0,LessUnstable,Weak,StrongUp,Neutral,WeakUp,WeakUp,WeakUp,VeryWet,Wet,VeryWet,VeryWet,PC,Cloudy,PC,Cloudy,Weak,Other,Weak,None,None,None,LittleChange,LittleChange,Average,None,Strong,Strong,LowMtsHighPl,Neutral,Decreasing,LessUnstable,Steep,Dry,CloseToDryAd,XNIL,NoMajor,GJ,J,SIG,SIG,SIG,Other,DryLine,LittleChange,Other,LV,LVorOther,LV
May15_Jun14,E,CThruK,PartInhibit,Average,Stability,CDEJ,N1GtLIGt_4,LessUnstable,Weak,Neutral,Neutral,Down,Neutral,Neutral,Neutral,Dry,Dry,Dry,PC,PC,Clear,Clear,Strong,Westerly,Weak,None,Weak,Some,IncCapDecIns,Increasing,MoreThanAve,PartInhibit,Weak,None,LowMtsHighPl,Neutral,LittleChange,LessUnstable,CloseToDryAd,Average,Steep,SVR,OtherRapid,ACEFK,E,XNIL,XNIL,SVR,DryMMoistL,DryLine,NegToPos,None,SWQuad,Westerly,LongAnticyc
Jul16_Aug10,G,CThruK,PartInhibit,Average,Stability,G,N5GtLIGt_8,MoreUnstable,Weak,WeakUp,StronUp,Neutral,WeakUp,WeakUp,Wet,Wet,Neutral,Wet,Cloudy,Clear,Cloudy,Cloudy,Strong,Other,Strong,None,Strong,Some,IncCapDecIns,Increasing,MoreThanAve,None,Strong,Strong,LowEvrywhere,Negative,Decreasing,Average,CloseToDryAd,Dry,CloseToDryAd,SIG,NoMajor,GJ,G,SVR,SVR,SVR,MoistMDryL,DryLine,LittleChange,None,LV,LVorOther,WidespdDnsl
Jul16_Aug10,J,CThruK,PartInhibit,Average,Stability,CDEJ,N1GtLIGt_4,Average,None,Down,StronUp,StrongUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,Clear,Clear,Clear,Strong,StrongWest,Weak,None,Strong,Marked,IncCapDecIns,Increasing,Average,PartInhibit,Moderate,None,LowMtsHighPl,StrongPos,Increasing,MoreUnstable,CloseToDryAd,Dry,CloseToDryAd,SIG,NoMajor,GJ,J,XNIL,XNIL,SIG,DryMMoistL,DryLine,LittleChange,QStationary,LV,LVorOther,DenvCyclone
May15_Jun14,A,AB,Stifling,LessThanAve,Stability,ABI,N1GtLIGt_4,LessUnstable,None,Neutral,Down,Down,Down,Down,Dry,Neutral,Dry,Dry,Clear,Cloudy,Clear,Clear,Strong,StrongWest,Strong,None,Weak,Marked,IncCapDecIns,Increasing,Average,PartInhibit,Weak,None,Other,Negative,Decreasing,LessUnstable,Steep,Dry,Steep,SIG,StrongFront,ACEFK,A,XNIL,XNIL,SIG,Other,DenvCyclone,NegToPos,Other,SWQuad,Westerly,DenvCyclone
Jul16_Aug10,J,CThruK,PartInhibit,Average,Stability,CDEJ,N1GtLIGt_4,MoreUnstable,None,StrongUp,StronUp,Neutral,WeakUp,WeakUp,Neutral,Neutral,Dry,Dry,Clear,Clear,Clear,PC,None,DCVZFavor,None,None,None,None,IncCapDecIns,Increasing,MoreThanAve,Stifling,Weak,Slight,LowMtsHighPl,Negative,Decreasing,Average,ModerateOrLe,Average,ModerateOrLe,XNIL,NoMajor,GJ,J,XNIL,XNIL,XNIL,MoistMDryL,DryLine,LittleChange,None,LV,LVorOther,LV
Jun15_Jul1,E,CThruK,Stifling,MoreThanAve,Instability,CDEJ,N5GtLIGt_8,MoreUnstable,None,Down,WeakUp,Down,Down,Down,Dry,Wet,Dry,Dry,PC,PC,PC,PC,Weak,Other,None,Strong,Weak,None,LittleChange,LittleChange,MoreThanAve,TotalInhibit,Weak,None,LowMtsHighPl,WeakPos,Increasing,MoreUnstable,ModerateOrLe,Average,ModerateOrLe,XNIL,NoMajor,ACEFK,E,XNIL,XNIL,XNIL,MoistMDryL,DryLine,SigPositive,None,AllElse,LVorOther,WidespdDnsl
Jul2_Jul15,H,CThruK,PartInhibit,Average,Instability,H,N5GtLIGt_8,MoreUnstable,Weak,Down,WeakUp,Neutral,Neutral,Neutral,Wet,VeryWet,Wet,Wet,Clear,Clear,Clear,Clear,Strong,DCVZFavor,Strong,None,Weak,Marked,IncCapDecIns,Increasing,MoreThanAve,TotalInhibit,Moderate,Slight,LowSHighN,Neutral,LittleChange,MoreUnstable,ModerateOrLe,Average,ModerateOrLe,SVR,MarkedUpper,HI,H,XNIL,XNIL,SVR,Other,E_W_S,NegToPos,Moving,LV,LVorOther,E_NE
Jul16_Aug10,A,AB,None,LessThanAve,Instability,ABI,LIGt0,Average,None,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Dry,Dry,Clear,PC,Clear,Clear,Weak,Other,None,Weak,None,None,LittleChange,LittleChange,LessThanAve,None,Moderate,Slight,LowEvrywhere,Negative,Decreasing,Average,CloseToDryAd,Average,Steep,XNIL,StrongFront,ACEFK,A,SIG,SIG,SIG,Other,DenvCyclone,PosToNeg,Other,SWQuad,Westerly,DenvCyclone
Jun15_Jul1,B,AB,None,LessThanAve,Instability,ABI,LIGt0,LessUnstable,Weak,StrongUp,StronUp,Neutral,StrongUp,StrongUp,VeryWet,Neutral,Neutral,Wet,Clear,Cloudy,PC,Cloudy,Weak,StrongWest,Weak,Weak,Weak,Some,LittleChange,LittleChange,LessThanAve,Stifling,Weak,Slight,LowSHighN,Negative,Decreasing,LessUnstable,Steep,VeryMoist,ModerateOrLe,SIG,NoMajor,B,B,SIG,SIG,SIG,Other,None,SigPositive,Other,LV,Westerly,DenvCyclone
May15_Jun14,K,CThruK,PartInhibit,Average,Instability,K,N1GtLIGt_4,MoreUnstable,Strong,WeakUp,StronUp,Neutral,WeakUp,WeakUp,Neutral,Wet,Neutral,Neutral,PC,Clear,PC,Cloudy,Strong,DCVZFavor,Weak,None,Weak,Some,DecCapIncIns,Decreasing,LessThanAve,None,Strong,Moderate,Other,Neutral,Decreasing,MoreUnstable,Stable,VeryMoist,ModerateOrLe,SVR,MarkedUpper,ACEFK,K,SIG,SIG,SVR,Other,MovingFtorOt,NegToPos,Moving,AllElse,Westerly,E_NE
Jul2_Jul15,B,AB,PartInhibit,Average,Stability,ABI,N5GtLIGt_8,Average,Strong,StrongUp,Down,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,VeryWet,Clear,Clear,Clear,Clear,Strong,Other,None,None,Weak,Some,LittleChange,LittleChange,Average,PartInhibit,Weak,None,LowMtsHighPl,Negative,Decreasing,Average,Steep,VeryMoist,CloseToDryAd,SVR,NoMajor,B,B,XNIL,XNIL,SVR,Other,None,PosToNeg,QStationary,NWQuad,Westerly,DenvCyclone
May15_Jun14,K,CThruK,Stifling,MoreThanAve,Instability,K,LIGt0,LessUnstable,None,StrongUp,WeakUp,Down,Neutral,Neutral,VeryWet,Dry,Wet,Wet,Clear,Cloudy,PC,PC,Weak,Westerly,Strong,None,Strong,None,LittleChange,LittleChange,MoreThanAve,None,Moderate,Moderate,Other,WeakPos,LittleChange,LessUnstable,CloseToDryAd,Dry,Steep,SIG,MarkedUpper,ACEFK,K,XNIL,XNIL,SIG,Other,MovingFtorOt,SigNegative,None,AllElse,Westerly,LV
May15_Jun14,F,CThruK,TotalInhibit,MoreThanAve,Neutral,F,LIGt0,Average,Strong,Down,WeakUp,StrongUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,Clear,Clear,Clear,Strong,DCVZFavor,Strong,Weak,Strong,Marked,IncCapDecIns,Increasing,MoreThanAve,TotalInhibit,Weak,None,HighEvrywher,WeakPos,Increasing,Average,ModerateOrLe,VeryMoist,ModerateOrLe,SIG,NoMajor,ACEFK,F,XNIL,XNIL,SIG,Other,None,PosToNeg,Other,AllElse,Westerly,LV
