Age,SocioEcon,RiskAversion,MakeModel,VehicleYear,Antilock,Mileage,SeniorTrain,DrivingSkill,DrivQuality,Accident,Airbag,AntiTheft,CarValue,RuggedAuto,Cushioning,DrivHist,GoodStudent,HomeBase,ILiCost,MedCost,OtherCar,OtherCarCost,ThisCarDam,Theft,ThisCarCost,PropCost
Adult,Middle,Normal,Economy,Current,False,TwentyThou,False,Normal,Normal,None,True,False,TwentyThou,Football,Excellent,Many,False,Rural,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,UpperMiddle,Cautious,Economy,Current,False,FiftyThou,True,Expert,Excellent,None,True,True,TenThou,EggShell,Poor,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,Prole,Normal,Economy,Older,False,TwentyThou,True,Expert,Excellent,None,False,False,TenThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adolescent,UpperMiddle,Normal,Luxury,Current,True,FiftyThou,False,Normal,Normal,None,True,False,FiftyThou,Football,Excellent,Zero,True,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Middle,Adventurous,SportsCar,Current,True,FiftyThou,False,Normal,Poor,None,True,False,TwentyThou,EggShell,Poor,Many,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,FamilySedan,Older,False,FiftyThou,False,SubStandard,Poor,Moderate,True,False,FiveThou,Football,Excellent,Many,False,Secure,Thousand,Thousand,False,Thousand,Moderate,False,Thousand,TenThou
Adult,Middle,Cautious,SportsCar,Older,False,TwentyThou,False,Normal,Normal,None,False,True,TwentyThou,EggShell,Fair,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adolescent,Prole,Adventurous,Economy,Older,False,TwentyThou,False,SubStandard,Poor,Mild,False,False,FiveThou,EggShell,Poor,Many,False,City,Thousand,Thousand,False,Thousand,Mild,False,Thousand,Thousand
Adult,UpperMiddle,Normal,FamilySedan,Older,False,TwentyThou,False,Expert,Excellent,None,False,True,FiveThou,Football,Good,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,Prole,Cautious,Economy,Older,False,TwentyThou,True,Expert,Excellent,None,False,True,FiveThou,Football,Fair,Zero,False,Rural,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,UpperMiddle,Cautious,FamilySedan,Current,False,Domino,True,Expert,Excellent,None,True,True,TwentyThou,Football,Good,Zero,False,Secure,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Normal,FamilySedan,Older,False,TwentyThou,False,SubStandard,Poor,Severe,False,False,FiveThou,Tank,Good,Many,True,Suburb,Million,Thousand,True,TenThou,Severe,False,TenThou,TenThou
Adult,Prole,Adventurous,Economy,Older,False,FiftyThou,False,Normal,Normal,None,False,False,TenThou,EggShell,Poor,One,False,Rural,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Adventurous,FamilySedan,Current,False,FiftyThou,False,Normal,Normal,None,True,False,TwentyThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Prole,Adventurous,Economy,Older,False,TwentyThou,False,SubStandard,Poor,Moderate,False,False,FiveThou,EggShell,Poor,Many,False,City,Thousand,Million,True,HundredThou,Moderate,False,TenThou,HundredThou
Adolescent,Middle,Normal,FamilySedan,Older,False,FiftyThou,False,SubStandard,Poor,Mild,True,False,FiveThou,Football,Excellent,Many,False,Suburb,Thousand,Thousand,True,Thousand,Mild,False,Thousand,TenThou
Adult,Middle,Adventurous,Economy,Current,False,FiftyThou,False,SubStandard,Poor,Severe,True,False,TenThou,Football,Good,Many,False,City,Thousand,Thousand,False,TenThou,Severe,False,TenThou,TenThou
Adult,Middle,Normal,FamilySedan,Older,False,FiveThou,False,Normal,Normal,None,True,False,TwentyThou,Tank,Excellent,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,Prole,Normal,Economy,Current,False,TwentyThou,True,Normal,Normal,None,True,False,TenThou,EggShell,Poor,Zero,False,Rural,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Cautious,Economy,Current,False,Domino,False,SubStandard,Poor,Severe,True,True,TenThou,Football,Good,Zero,False,Secure,HundredThou,Thousand,True,HundredThou,Severe,False,TenThou,HundredThou
Adult,Middle,Cautious,FamilySedan,Older,False,FiftyThou,False,Expert,Excellent,None,False,True,FiveThou,Tank,Good,Zero,False,Secure,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,FamilySedan,Older,False,TwentyThou,False,Normal,Normal,None,True,False,FiveThou,Tank,Excellent,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Cautious,Economy,Current,False,FiftyThou,False,SubStandard,Poor,Moderate,True,True,TenThou,EggShell,Fair,Many,False,Secure,Thousand,Thousand,True,Thousand,Moderate,False,TenThou,TenThou
Senior,Prole,Adventurous,FamilySedan,Older,False,FiveThou,False,SubStandard,Poor,None,True,False,TenThou,Football,Good,Many,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Middle,Cautious,FamilySedan,Current,False,FiftyThou,False,Expert,Excellent,None,True,True,TwentyThou,Tank,Excellent,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Cautious,Luxury,Current,True,TwentyThou,False,Normal,Normal,None,True,True,FiftyThou,Football,Good,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Normal,FamilySedan,Current,False,Domino,False,SubStandard,Poor,Severe,True,True,TwentyThou,Football,Good,One,False,Secure,HundredThou,Thousand,True,HundredThou,Severe,False,HundredThou,Million
Adult,Prole,Normal,Economy,Older,False,FiftyThou,False,SubStandard,Poor,Mild,False,False,FiveThou,EggShell,Poor,Many,False,Rural,Thousand,Thousand,True,Thousand,Mild,False,Thousand,TenThou
Adolescent,UpperMiddle,Normal,SportsCar,Current,True,FiftyThou,False,SubStandard,Poor,Mild,True,True,TwentyThou,EggShell,Fair,Many,False,Secure,Thousand,Thousand,False,Thousand,Mild,False,Thousand,Thousand
Adult,UpperMiddle,Normal,Luxury,Current,True,FiveThou,False,SubStandard,Poor,None,True,True,FiftyThou,Football,Excellent,One,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Adventurous,Economy,Older,False,FiftyThou,False,Normal,Excellent,None,False,False,FiveThou,EggShell,Poor,Many,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,TenThou
Senior,UpperMiddle,Cautious,FamilySedan,Current,False,FiftyThou,True,Normal,Normal,None,True,True,TwentyThou,Football,Excellent,One,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Prole,Adventurous,Economy,Older,False,TwentyThou,False,Normal,Excellent,None,False,False,TenThou,EggShell,Fair,One,False,Rural,Thousand,Thousand,False,Thousand,None,False,Thousand,TenThou
Adult,Middle,Normal,FamilySedan,Older,False,FiftyThou,False,SubStandard,Poor,None,False,False,TwentyThou,Tank,Good,One,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adolescent,Middle,Adventurous,FamilySedan,Older,False,TwentyThou,False,SubStandard,Poor,None,False,False,FiveThou,Tank,Excellent,Many,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Adventurous,FamilySedan,Current,False,TwentyThou,False,SubStandard,Poor,Severe,True,False,TwentyThou,Football,Good,Many,False,Suburb,Thousand,Thousand,False,HundredThou,Severe,False,HundredThou,Million
Adult,Middle,Normal,FamilySedan,Current,False,FiftyThou,False,Normal,Normal,None,True,False,TwentyThou,Tank,Excellent,Zero,False,Secure,Thousand,Thousand,False,Thousand,None,False,Thousand,TenThou
Adult,Middle,Normal,FamilySedan,Current,False,Domino,False,Normal,Normal,None,True,False,TwentyThou,EggShell,Poor,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Prole,Adventurous,Economy,Current,False,FiftyThou,False,Normal,Excellent,None,True,False,TwentyThou,EggShell,Fair,Many,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adolescent,Prole,Normal,Economy,Older,False,TwentyThou,False,SubStandard,Poor,Mild,False,False,TenThou,EggShell,Poor,One,False,City,Thousand,Thousand,True,Thousand,Mild,False,Thousand,TenThou
Adult,UpperMiddle,Normal,SportsCar,Current,True,FiftyThou,False,Normal,Normal,None,True,True,TwentyThou,EggShell,Fair,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Normal,FamilySedan,Older,False,TwentyThou,False,SubStandard,Poor,Mild,False,False,FiveThou,Tank,Good,Many,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,TenThou
Adult,UpperMiddle,Cautious,SportsCar,Older,False,Domino,False,Normal,Normal,None,False,True,FiveThou,Football,Good,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,Economy,Older,False,TwentyThou,False,Normal,Normal,None,False,False,FiveThou,EggShell,Poor,Zero,False,Secure,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Senior,Prole,Normal,Economy,Older,False,TwentyThou,False,SubStandard,Poor,Mild,False,True,TenThou,EggShell,Fair,Many,False,City,Thousand,Thousand,False,Thousand,Moderate,False,TenThou,TenThou
Adult,Middle,Cautious,Economy,Current,False,FiftyThou,False,Normal,Normal,None,True,True,TenThou,Football,Good,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,Prole,Normal,FamilySedan,Older,False,TwentyThou,True,Normal,Normal,None,False,False,FiveThou,Tank,Good,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Prole,Cautious,FamilySedan,Older,False,Domino,False,Normal,Normal,Mild,False,True,FiveThou,Football,Fair,Zero,False,Rural,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adolescent,UpperMiddle,Cautious,Luxury,Current,True,FiftyThou,False,Normal,Normal,None,True,True,FiftyThou,Football,Excellent,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,UpperMiddle,Normal,FamilySedan,Current,True,TwentyThou,False,SubStandard,Poor,Moderate,True,False,TwentyThou,Football,Good,Many,False,Secure,Thousand,TenThou,True,Thousand,Moderate,False,HundredThou,HundredThou
Senior,Middle,Normal,SportsCar,Current,True,FiftyThou,True,Normal,Normal,None,True,False,TwentyThou,EggShell,Poor,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Normal,SportsCar,Older,False,FiftyThou,False,Normal,Normal,None,False,False,FiveThou,EggShell,Poor,Many,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,UpperMiddle,Normal,Luxury,Older,False,TwentyThou,False,SubStandard,Poor,Severe,False,True,TwentyThou,Tank,Good,Many,False,Suburb,Thousand,TenThou,True,HundredThou,Moderate,False,HundredThou,HundredThou
Adult,Middle,Normal,Economy,Older,False,FiveThou,False,Normal,Normal,None,False,False,FiveThou,EggShell,Poor,Zero,False,Suburb,Thousand,Thousand,False,Thousand,None,False,Thousand,TenThou
Adult,UpperMiddle,Psychopath,Luxury,Current,True,TwentyThou,False,Normal,Poor,Mild,True,False,FiftyThou,Football,Good,Zero,False,City,Thousand,Thousand,True,Thousand,Mild,False,Thousand,Thousand
Senior,Prole,Cautious,Economy,Older,False,TwentyThou,True,Expert,Excellent,None,False,True,FiveThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,FamilySedan,Older,False,TwentyThou,False,SubStandard,Poor,Severe,False,False,FiveThou,Tank,Excellent,Many,False,Secure,Thousand,Thousand,True,HundredThou,Severe,False,Thousand,HundredThou
Adolescent,Middle,Normal,SportsCar,Older,True,FiftyThou,False,SubStandard,Poor,Mild,False,False,TenThou,EggShell,Poor,Many,True,Secure,Thousand,Thousand,True,Thousand,Mild,False,Thousand,Thousand
Senior,Prole,Normal,FamilySedan,Older,False,FiveThou,False,Normal,Normal,None,False,False,TwentyThou,Tank,Good,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Prole,Cautious,Economy,Older,False,TwentyThou,False,Normal,Normal,None,False,True,FiveThou,EggShell,Poor,Zero,False,Rural,Thousand,Thousand,False,Thousand,None,False,Thousand,TenThou
Adult,UpperMiddle,Normal,FamilySedan,Older,False,TwentyThou,False,Normal,Normal,None,False,True,FiveThou,Football,Fair,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Cautious,Luxury,Current,True,FiveThou,False,Normal,Normal,None,True,True,FiftyThou,Tank,Excellent,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,UpperMiddle,Normal,Luxury,Older,False,FiftyThou,True,Expert,Excellent,None,False,True,FiveThou,Football,Fair,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Cautious,FamilySedan,Older,False,TwentyThou,False,Normal,Excellent,None,False,True,TenThou,Tank,Good,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Adventurous,Economy,Older,False,TwentyThou,False,Normal,Poor,Severe,False,False,FiveThou,EggShell,Fair,Zero,False,City,Thousand,Thousand,False,TenThou,Severe,False,TenThou,HundredThou
Adult,Middle,Adventurous,Economy,Older,False,Domino,False,Normal,Normal,None,False,False,FiveThou,EggShell,Poor,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Adventurous,Economy,Older,False,TwentyThou,False,Normal,Normal,None,False,False,FiveThou,EggShell,Fair,Many,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adolescent,Middle,Adventurous,FamilySedan,Older,False,TwentyThou,False,Normal,Poor,Mild,False,False,TenThou,Football,Fair,One,False,Suburb,Thousand,Thousand,True,Thousand,Mild,False,Thousand,Thousand
Senior,Prole,Cautious,Economy,Current,False,TwentyThou,True,Expert,Excellent,None,True,True,TenThou,EggShell,Fair,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Normal,FamilySedan,Older,False,Domino,False,SubStandard,Poor,Severe,False,False,FiveThou,Football,Good,Many,False,City,Thousand,Thousand,True,HundredThou,Severe,False,TenThou,HundredThou
Adolescent,Prole,Adventurous,Economy,Older,False,TwentyThou,False,SubStandard,Poor,Severe,True,False,TenThou,EggShell,Poor,Many,False,City,HundredThou,HundredThou,True,Thousand,Severe,False,TenThou,TenThou
Adult,Prole,Normal,Economy,Older,False,TwentyThou,False,SubStandard,Poor,Moderate,False,False,FiveThou,EggShell,Fair,One,False,Suburb,Thousand,Thousand,True,Thousand,Moderate,False,TenThou,TenThou
Adult,Prole,Normal,Economy,Older,False,FiftyThou,False,Normal,Normal,None,False,False,FiveThou,EggShell,Fair,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Normal,SportsCar,Older,False,FiftyThou,False,Normal,Normal,None,False,True,TenThou,EggShell,Fair,Zero,False,Rural,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,UpperMiddle,Cautious,Luxury,Current,True,FiftyThou,False,Normal,Normal,None,True,True,FiftyThou,Football,Excellent,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Prole,Normal,Economy,Older,False,TwentyThou,False,Normal,Normal,None,False,False,FiveThou,Football,Fair,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Senior,Prole,Adventurous,Economy,Older,False,TwentyThou,False,Normal,Excellent,None,False,False,FiveThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,TenThou
Adult,Middle,Normal,FamilySedan,Older,False,FiftyThou,False,SubStandard,Poor,Mild,False,False,TenThou,Tank,Excellent,Many,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Prole,Adventurous,Economy,Older,False,TwentyThou,False,Normal,Poor,None,False,False,TenThou,EggShell,Poor,Zero,False,Rural,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Prole,Normal,Economy,Older,False,TwentyThou,False,Normal,Normal,None,False,False,FiveThou,EggShell,Poor,One,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Normal,Economy,Older,False,FiftyThou,False,Normal,Normal,None,False,False,FiveThou,EggShell,Poor,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,UpperMiddle,Cautious,Economy,Older,False,Domino,True,Normal,Normal,None,True,True,FiveThou,EggShell,Poor,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Normal,Economy,Older,False,FiftyThou,False,Normal,Normal,None,False,False,FiveThou,EggShell,Poor,Zero,False,Rural,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,Prole,Normal,Economy,Older,False,TwentyThou,False,SubStandard,Poor,Severe,False,False,TenThou,EggShell,Fair,Many,False,City,Thousand,TenThou,True,TenThou,Severe,False,TenThou,TenThou
Adult,Middle,Adventurous,FamilySedan,Older,False,FiftyThou,False,Normal,Excellent,None,True,False,FiveThou,Tank,Excellent,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Adventurous,FamilySedan,Current,False,FiveThou,False,Normal,Poor,Mild,True,False,TwentyThou,EggShell,Fair,Zero,False,Suburb,Thousand,Thousand,False,Thousand,Mild,False,Thousand,Thousand
Adolescent,UpperMiddle,Normal,Luxury,Older,False,TwentyThou,False,SubStandard,Poor,Moderate,True,False,TenThou,Tank,Excellent,One,False,Secure,Thousand,Thousand,True,HundredThou,Mild,False,Thousand,HundredThou
Adult,Middle,Normal,Economy,Older,False,FiftyThou,False,Normal,Normal,None,False,False,TenThou,EggShell,Poor,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Middle,Normal,FamilySedan,Current,True,FiftyThou,False,Normal,Normal,None,True,False,TwentyThou,Football,Good,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Adventurous,FamilySedan,Older,False,FiftyThou,False,SubStandard,Poor,Mild,False,False,FiveThou,Tank,Good,Many,False,Suburb,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adolescent,UpperMiddle,Adventurous,FamilySedan,Current,True,FiveThou,False,SubStandard,Poor,None,True,False,TwentyThou,Football,Good,Many,True,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Adventurous,FamilySedan,Current,False,TwentyThou,False,Expert,Excellent,None,True,False,TwentyThou,EggShell,Good,Many,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Wealthy,Cautious,SuperLuxury,Current,True,TwentyThou,False,Normal,Normal,None,True,True,Million,Tank,Excellent,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,SportsCar,Older,False,TwentyThou,False,Normal,Normal,None,False,False,TenThou,Football,Good,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Prole,Adventurous,SportsCar,Older,False,TwentyThou,False,Normal,Normal,None,False,False,TwentyThou,EggShell,Fair,One,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Prole,Normal,Economy,Older,False,FiftyThou,False,SubStandard,Poor,Mild,True,False,FiveThou,EggShell,Poor,Many,False,Suburb,Thousand,Thousand,False,Thousand,Moderate,False,TenThou,TenThou
